,zero,one
0,0.615914399406,0.384085600594
1,0.541309118924,0.458690881076
2,0.71702645613,0.28297354387
3,0.757587045799,0.242412954201
4,0.567577237518,0.432422762482
5,0.753106494804,0.246893505196
6,0.870953552616,0.129046447384
7,0.546761536863,0.453238463137
8,0.466044791744,0.533955208256
9,0.723405384714,0.276594615286
10,0.537033009228,0.462966990772
11,0.834657204072,0.165342795928
12,0.807894664686,0.192105335314
13,0.691987933334,0.308012066666
14,0.548945647705,0.451054352295
15,0.765455118074,0.234544881926
16,0.624506405092,0.375493594908
17,0.629661079491,0.370338920509
18,0.628568266778,0.371431733222
19,0.816754557707,0.183245442293
20,0.609744690844,0.390255309156
21,0.580607645648,0.419392354352
22,0.635961072737,0.364038927263
23,0.690102824722,0.309897175278
24,0.569293679251,0.430706320749
25,0.561679772406,0.438320227594
26,0.697026536837,0.302973463163
27,0.599934735787,0.400065264213
28,0.549587989263,0.450412010737
29,0.718390604574,0.281609395426
30,0.680670922594,0.319329077406
31,0.671087549863,0.328912450137
32,0.568863024832,0.431136975168
33,0.736308102715,0.263691897285
34,0.683505223888,0.316494776112
35,0.534342161958,0.465657838042
36,0.6989569838,0.3010430162
37,0.622148339432,0.377851660568
38,0.842613122031,0.157386877969
39,0.593369669708,0.406630330292
40,0.611394428676,0.388605571324
41,0.652583588503,0.347416411497
42,0.628854609083,0.371145390917
43,0.623562743935,0.376437256065
44,0.558498024438,0.441501975562
45,0.606636821656,0.393363178344
46,0.539420519038,0.460579480962
47,0.608275580915,0.391724419085
48,0.554625655054,0.445374344946
49,0.620365704322,0.379634295678
50,0.703392186732,0.296607813268
51,0.57389568204,0.42610431796
52,0.551988770618,0.448011229382
53,0.638293519926,0.361706480074
54,0.699794051283,0.300205948717
55,0.600517683176,0.399482316824
56,0.736209107189,0.263790892811
57,0.65439738114,0.34560261886
58,0.743397421196,0.256602578804
59,0.639629582816,0.360370417184
60,0.729770940283,0.270229059717
61,0.729354376061,0.270645623939
62,0.631207256605,0.368792743395
63,0.644162968261,0.355837031739
64,0.678835902972,0.321164097028
65,0.639360438622,0.360639561378
66,0.544343216432,0.455656783568
67,0.559551544545,0.440448455455
68,0.613148332378,0.386851667622
69,0.617101464697,0.382898535303
70,0.64376151342,0.35623848658
71,0.634420943894,0.365579056106
72,0.810294066532,0.189705933468
73,0.589150512843,0.410849487157
74,0.624899313825,0.375100686175
75,0.568243269924,0.431756730076
76,0.565669805748,0.434330194252
77,0.622559623888,0.377440376112
78,0.63983335666,0.36016664334
79,0.539439169572,0.460560830428
80,0.752460764545,0.247539235455
81,0.473722917938,0.526277082062
82,0.565308337432,0.434691662568
83,0.569782395971,0.430217604029
84,0.639432621241,0.360567378759
85,0.613040530247,0.386959469753
86,0.814823027547,0.185176972453
87,0.790700330875,0.209299669125
88,0.72435523226,0.27564476774
89,0.574803515403,0.425196484597
90,0.567059814181,0.432940185819
91,0.66231444912,0.33768555088
92,0.568550694044,0.431449305956
93,0.579179642692,0.420820357308
94,0.769017649745,0.230982350255
95,0.70328957486,0.29671042514
96,0.540994486478,0.459005513522
97,0.532784661485,0.467215338515
98,0.61106493898,0.38893506102
99,0.750759535876,0.249240464124
100,0.764111981776,0.235888018224
101,0.539418019394,0.460581980606
102,0.53853107911,0.46146892089
103,0.589974160308,0.410025839692
104,0.772404428701,0.227595571299
105,0.604001322913,0.395998677087
106,0.756382921385,0.243617078615
107,0.614028853965,0.385971146035
108,0.550822954747,0.449177045253
109,0.65116868428,0.34883131572
110,0.546478114574,0.453521885426
111,0.574481118621,0.425518881379
112,0.653396069218,0.346603930782
113,0.743124838487,0.256875161513
114,0.588227717241,0.411772282759
115,0.543882724247,0.456117275753
116,0.428158765339,0.571841234661
117,0.596438023044,0.403561976956
118,0.536564611253,0.463435388747
119,0.589162265848,0.410837734152
120,0.569801657369,0.430198342631
121,0.615282393492,0.384717606508
122,0.618777573081,0.381222426919
123,0.6428757496,0.3571242504
124,0.785674089263,0.214325910737
125,0.612922642596,0.387077357404
126,0.665851251422,0.334148748578
127,0.595812285769,0.404187714231
128,0.843036292775,0.156963707225
129,0.819155553999,0.180844446001
130,0.608722314664,0.391277685336
131,0.776910474094,0.223089525906
132,0.62018054642,0.37981945358
133,0.778144939243,0.221855060757
134,0.462480988979,0.537519011021
135,0.527169916292,0.472830083708
136,0.625977335121,0.374022664879
137,0.709177058312,0.290822941688
138,0.797660733727,0.202339266273
139,0.645314672938,0.354685327062
140,0.748770596988,0.251229403012
141,0.557668101845,0.442331898155
142,0.627862827208,0.372137172792
143,0.734478560832,0.265521439168
144,0.566602820466,0.433397179534
145,0.474422998592,0.525577001408
146,0.88468850494,0.11531149506
147,0.566251710619,0.433748289381
148,0.54515330398,0.45484669602
149,0.754353547955,0.245646452045
150,0.585069820446,0.414930179554
151,0.585436215375,0.414563784625
152,0.579538224389,0.420461775611
153,0.548826960095,0.451173039905
154,0.655514031884,0.344485968116
155,0.655134983417,0.344865016583
156,0.757753658163,0.242246341837
157,0.65836147155,0.34163852845
158,0.541462000853,0.458537999147
159,0.633080039839,0.366919960161
160,0.74855205306,0.25144794694
161,0.539594245028,0.460405754972
162,0.63011653181,0.36988346819
163,0.561116656268,0.438883343732
164,0.574029655245,0.425970344755
165,0.701671060868,0.298328939132
166,0.710901893479,0.289098106521
167,0.871940370898,0.128059629102
168,0.604962128257,0.395037871743
169,0.555387653702,0.444612346298
170,0.467881896909,0.532118103091
171,0.816605321116,0.183394678884
172,0.647561572403,0.352438427597
173,0.768444805267,0.231555194733
174,0.673041250316,0.326958749684
175,0.599850580007,0.400149419993
176,0.575019952447,0.424980047553
177,0.643800391974,0.356199608026
178,0.664594867498,0.335405132502
179,0.53425631507,0.46574368493
180,0.618224692629,0.381775307371
181,0.627835797534,0.372164202466
182,0.764489655321,0.235510344679
183,0.467506428573,0.532493571427
184,0.585079008807,0.414920991193
185,0.58003983791,0.41996016209
186,0.584843849008,0.415156150992
187,0.58536557906,0.41463442094
188,0.410777909635,0.589222090365
189,0.623853117779,0.376146882221
190,0.708021746076,0.291978253924
191,0.819569058489,0.180430941511
192,0.539058775755,0.460941224245
193,0.593364501179,0.406635498821
194,0.664759794029,0.335240205971
195,0.755792346878,0.244207653122
196,0.670926668145,0.329073331855
197,0.714126460386,0.285873539614
198,0.680890090672,0.319109909328
199,0.550445765558,0.449554234442
200,0.691624993879,0.308375006121
201,0.562089823545,0.437910176455
202,0.677733113658,0.322266886342
203,0.582274375763,0.417725624237
204,0.744076442158,0.255923557842
205,0.5307963739,0.4692036261
206,0.533132110557,0.466867889443
207,0.573591666858,0.426408333142
208,0.592199720348,0.407800279652
209,0.773440233137,0.226559766863
210,0.672339860487,0.327660139513
211,0.692703117397,0.307296882603
212,0.625508482327,0.374491517673
213,0.667891436249,0.332108563751
214,0.639375480995,0.360624519005
215,0.582806230757,0.417193769243
216,0.602320703217,0.397679296783
217,0.69675339873,0.30324660127
218,0.743387886355,0.256612113645
219,0.633023554209,0.366976445791
220,0.625980425173,0.374019574827
221,0.632012086463,0.367987913537
222,0.546475626939,0.453524373061
223,0.597311269716,0.402688730284
224,0.750676414248,0.249323585752
225,0.635468032648,0.364531967352
226,0.879056855819,0.120943144181
227,0.629513021454,0.370486978546
228,0.598674579859,0.401325420141
229,0.584417009071,0.415582990929
230,0.582188339261,0.417811660739
231,0.56242496907,0.43757503093
232,0.696211160059,0.303788839941
233,0.80585832286,0.19414167714
234,0.787478980478,0.212521019522
235,0.6645968336,0.3354031664
236,0.554022519359,0.445977480641
237,0.578186489849,0.421813510151
238,0.608217632038,0.391782367962
239,0.586203363576,0.413796636424
240,0.54788801159,0.45211198841
241,0.711996073437,0.288003926563
242,0.549918855043,0.450081144957
243,0.549956462364,0.450043537636
244,0.638279246185,0.361720753815
245,0.557835898346,0.442164101654
246,0.734329658283,0.265670341717
247,0.64090158731,0.35909841269
248,0.539226326374,0.460773673626
249,0.867485429049,0.132514570951
250,0.549568555834,0.450431444166
251,0.778317874706,0.221682125294
252,0.738795977831,0.261204022169
253,0.605993606273,0.394006393727
254,0.629745985442,0.370254014558
255,0.530048402913,0.469951597087
256,0.553728907018,0.446271092982
257,0.556667047346,0.443332952654
258,0.575137934414,0.424862065586
259,0.707087181127,0.292912818873
260,0.591995476695,0.408004523305
261,0.653145511216,0.346854488784
262,0.717122800944,0.282877199056
263,0.659646485854,0.340353514146
264,0.682279548179,0.317720451821
265,0.665861797013,0.334138202987
266,0.749460191024,0.250539808976
267,0.618107649044,0.381892350956
268,0.661838910663,0.338161089337
269,0.632009333382,0.367990666618
270,0.676528113098,0.323471886902
271,0.547550192867,0.452449807133
272,0.470001163563,0.529998836437
273,0.571869927173,0.428130072827
274,0.564114445069,0.435885554931
275,0.542542546556,0.457457453444
276,0.748625405274,0.251374594726
277,0.614680620015,0.385319379985
278,0.554492414583,0.445507585417
279,0.583086561625,0.416913438375
280,0.691452008833,0.308547991167
281,0.645272397411,0.354727602589
282,0.580277600493,0.419722399507
283,0.626047564742,0.373952435258
284,0.560418752735,0.439581247265
285,0.712201099737,0.287798900263
286,0.772181312445,0.227818687555
287,0.579584156946,0.420415843054
288,0.716904392331,0.283095607669
289,0.593016345851,0.406983654149
290,0.668878445573,0.331121554427
291,0.540415261802,0.459584738198
292,0.645165616848,0.354834383152
293,0.696360460258,0.303639539742
294,0.682009111628,0.317990888372
295,0.618118233201,0.381881766799
296,0.616323280515,0.383676719485
